Code,nama,nama.1,energi_kkal,protein_g,lemak_g,karbohidrat_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,isValidated,validatedBy
ZIN0827,itu miami,itu miami,38.957934968,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0828,itu nong nong,itu nong nong,48.040152936,0.6,0.0,1.2,0.0,9.1,0.0,0.0,0.0,2.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0829,buahtella,buahtella,347.992351616,0.0,0.0,0.0,0.0,89.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0830,fuji mie mi instan tiga putra,fuji mie mi instan tiga putra,141.01338424,4.8,0.0,0.7,0.0,28.3,0.0,0.0,0.0,7.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0831,fujimie gandum tapioka garam gula,fujimie gandum tapioka garam gula,500.956022656,6.0,0.0,25.7,0.0,62.1,0.0,23.0,0.0,20.0,0.0,0.0,236.0,5.0,0.0,2.0,0.0,0.15,0.0,True,www.nutrisurvey.de
ZIN0832,garam,garam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0833,garam kasar,garam kasar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0834,geblek pati,geblek pati,483.030592456,2.2,0.0,25.6,0.0,63.8,0.0,60.0,0.0,30.0,0.0,0.0,486.0,12.0,0.0,2.0,0.0,0.26,0.0,True,www.nutrisurvey.de
ZIN0835,Geblog ubi,Geblog ubi,224.904397576,1.3,0.0,6.9,0.0,41.6,0.0,19.0,0.0,14.0,0.0,0.0,286.0,4.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0836,gembong jalabia,gembong jalabia,401.051625008,1.8,0.0,26.1,0.0,40.9,0.0,0.0,0.0,3.0,0.0,0.0,103.0,0.0,0.0,2.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0837,getuk,getuk,184.990439664,1.2,0.0,2.6,0.0,40.9,0.0,25.0,0.0,14.0,0.0,0.0,230.0,5.0,0.0,0.0,0.0,0.11,0.0,True,www.nutrisurvey.de
ZIN0838,getuk tiwul,getuk tiwul,814.053536816,21.3,0.0,59.1,0.0,62.0,0.0,20.0,0.0,73.0,0.0,0.0,1018.0,4.0,0.0,24.0,0.0,0.3,0.0,True,www.nutrisurvey.de
ZIN0839,gulai daging kambing belu,gulai daging kambing belu,228.967495088,20.1,0.0,15.7,0.0,0.6,1.5,0.0,0.0,6.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0840,gulasakarin,gulasakarin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0841,halo boy tepung tapioka udang wijen,halo boy tepung tapioka udang wijen,500.956022656,6.0,0.0,25.7,0.0,62.1,0.0,23.0,0.0,20.0,0.0,0.0,236.0,5.0,0.0,2.0,0.0,0.15,0.0,True,www.nutrisurvey.de
ZIN0842,halus manis,halus manis,386.950286584,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0843,hati ayam rebus belu,hati ayam rebus belu,157.026768552,24.4,0.0,5.5,0.0,0.9,56.0,23.0,0.0,590.0,0.0,0.0,140.0,11325.0,0.0,0.0,0.0,0.36,0.0,True,www.nutrisurvey.de
ZIN0844,cowok,cowok,50.908221768,1.0,0.0,1.6,0.0,9.4,0.0,7.0,0.0,91.0,0.0,0.0,59.0,6.0,0.0,1.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0845,jagung rebus campur kagang hijau belu,jagung rebus campur kagang hijau belu,16.013384312,0.6,0.0,0.2,0.0,3.6,0.0,1.0,0.0,12.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0846,jahe,jahe,65.96558313599999,2.1,0.0,0.3,0.0,15.3,0.0,8.0,0.0,23.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0847,jalabia,jalabia,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0848,jamu beras kencur,jamu beras kencur,44.933078368,0.1,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0849,jamu lempuyang,jamu lempuyang,44.933078368,0.1,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0850,jangung bose campur kacang hijau belu,jangung bose campur kacang hijau belu,16.013384312,0.6,0.0,0.2,0.0,3.7,0.0,1.0,0.0,10.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0851,jeli,jeli,158.93881444,1.7,0.0,0.6,0.0,39.6,0.0,13.0,0.0,180.0,0.0,0.0,90.0,12.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0852,jeruk,jeruk,137.906309672,11.2,0.0,2.2,0.0,25.9,0.0,61.0,0.0,304.0,0.0,0.0,1903.0,1167.0,0.0,1.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0853,atom kacang,atom kacang,547.084129704,23.9,0.0,44.3,0.0,22.6,0.0,0.0,0.0,114.0,0.0,0.0,643.0,0.0,0.0,8.0,0.0,0.23,0.0,True,www.nutrisurvey.de
ZIN0854,kacang dadap,kacang dadap,598.948374416,23.2,0.0,54.3,0.0,14.5,0.0,0.0,0.0,113.0,0.0,0.0,635.0,0.0,0.0,9.0,0.0,0.23,0.0,True,www.nutrisurvey.de
ZIN0855,kacang garing rege,kacang garing rege,548.996175592,23.2,0.0,44.3,0.0,24.5,0.0,0.0,0.0,113.0,0.0,0.0,635.0,0.0,0.0,8.0,0.0,0.23,0.0,True,www.nutrisurvey.de
ZIN0856,kacang shanghai,kacang shanghai,598.948374416,23.2,0.0,54.3,0.0,14.5,0.0,0.0,0.0,113.0,0.0,0.0,635.0,0.0,0.0,9.0,0.0,0.23,0.0,True,www.nutrisurvey.de
ZIN0857,kacang sukro,kacang sukro,585.0860417279999,22.1,0.0,51.8,0.0,17.0,0.0,0.0,0.0,107.0,0.0,0.0,601.0,0.0,0.0,8.0,0.0,0.21,0.0,True,www.nutrisurvey.de
ZIN0858,kacang telur,kacang telur,588.910133504,21.9,0.0,51.8,0.0,18.3,0.0,0.0,0.0,107.0,0.0,0.0,599.0,0.0,0.0,8.0,0.0,0.21,0.0,True,www.nutrisurvey.de
ZIN0859,karoket,karoket,227.0554492,3.6,0.0,18.2,0.0,13.0,0.2,8.0,0.0,6.0,0.0,0.0,267.0,0.0,0.0,1.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0860,kayu manis,kayu manis,260.994263712,3.9,0.0,3.2,0.0,79.8,0.0,28.0,0.0,223.0,0.0,0.0,500.0,26.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0861,kecap,kecap,59.990439736,10.5,0.0,0.1,0.0,5.6,0.0,0.0,0.0,18.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0862,kecap asin,kecap asin,38.957934968,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0863,keluwek,keluwek,325.04780096,12.7,0.0,13.8,0.0,58.2,0.0,11.0,0.0,281.0,0.0,0.0,1543.0,99.0,0.0,1.0,0.0,0.25,0.0,True,www.nutrisurvey.de
ZIN0864,kenji,kenji,500.956022656,6.0,0.0,25.7,0.0,62.1,0.0,23.0,0.0,20.0,0.0,0.0,236.0,5.0,0.0,2.0,0.0,0.15,0.0,True,www.nutrisurvey.de
ZIN0865,keong mas,keong mas,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0866,kerupuk aci,kerupuk aci,380.975143184,0.3,0.0,0.1,0.0,91.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0867,kerupuk gaplek,kerupuk gaplek,364.005735928,2.6,0.0,0.7,0.0,88.5,0.0,72.0,0.0,36.0,0.0,0.0,583.0,14.0,0.0,0.0,0.0,0.31,0.0,True,www.nutrisurvey.de
ZIN0868,kerupuk ikan berpati,kerupuk ikan berpati,336.042064816,15.2,0.0,0.7,0.0,63.9,0.7,1.0,0.0,8.0,0.0,0.0,163.0,9.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0869,kerupuk ketan putih,kerupuk ketan putih,380.975143184,0.3,0.0,0.1,0.0,91.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0870,kerupuk legendar,kerupuk legendar,300.908221624,2.5,0.0,0.7,0.0,73.4,0.0,69.0,0.0,35.0,0.0,0.0,559.0,14.0,0.0,0.0,0.0,0.3,0.0,True,www.nutrisurvey.de
ZIN0871,kerupuk singkong,kerupuk singkong,288.00191188,2.4,0.0,0.7,0.0,70.2,0.0,66.0,0.0,33.0,0.0,0.0,535.0,13.0,0.0,0.0,0.0,0.29,0.0,True,www.nutrisurvey.de
ZIN0872,kerupuk singkong pedas,kerupuk singkong pedas,288.00191188,2.4,0.0,0.7,0.0,70.2,0.0,66.0,0.0,33.0,0.0,0.0,535.0,13.0,0.0,0.0,0.0,0.29,0.0,True,www.nutrisurvey.de
ZIN0873,kerupuk gandum mentah,kerupuk gandum mentah,364.005735928,10.3,0.0,1.0,0.0,76.3,0.0,0.0,0.0,18.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.1,0.0,True,www.nutrisurvey.de
ZIN0874,kerupuk udang,kerupuk udang,548.996175592,6.5,0.0,28.4,0.0,66.6,0.4,1.0,0.0,1.0,0.0,0.0,57.0,19.0,0.0,1.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0875,kerupuk udang berpati,kerupuk udang berpati,358.986615472,17.3,0.0,1.0,0.0,66.6,1.2,2.0,0.0,3.0,0.0,0.0,151.0,52.0,0.0,3.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0876,kerupuk upik singkong mentah,kerupuk upik singkong mentah,314.053537104,2.6,0.0,0.7,0.0,76.6,0.0,72.0,0.0,36.0,0.0,0.0,583.0,14.0,0.0,0.0,0.0,0.31,0.0,True,www.nutrisurvey.de
ZIN0877,ketumbar halus,ketumbar halus,619.02485624,25.9,0.0,41.2,0.0,62.9,0.0,11.0,0.0,329.0,0.0,0.0,1747.0,103.0,0.0,2.0,0.0,0.61,0.0,True,www.nutrisurvey.de
ZIN0878,ketumbar kasar,ketumbar kasar,325.04780096,12.7,0.0,13.8,0.0,58.2,0.0,11.0,0.0,281.0,0.0,0.0,1543.0,99.0,0.0,1.0,0.0,0.25,0.0,True,www.nutrisurvey.de
ZIN0879,ketupat,ketupat,20.076481824,0.4,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0880,koci,koci,205.066921488,3.4,0.0,4.2,0.0,38.7,0.0,0.0,0.0,36.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0881,kolang-kaling,kolang-kaling,194.072657632,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0882,kopi dibuat belu,kopi dibuat belu,1.912045888,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0883,kopi susu jagung tepung beras tapio,kopi susu jagung tepung beras tapio,356.11854664,3.2,0.0,3.4,0.0,80.7,0.0,0.0,0.0,10.0,0.0,0.0,116.0,0.0,0.0,1.0,0.0,0.16,0.0,True,www.nutrisurvey.de
ZIN0884,kopi-kopi jagung tepung beras tapiok,kopi-kopi jagung tepung beras tapiok,356.11854664,3.2,0.0,3.4,0.0,80.7,0.0,0.0,0.0,10.0,0.0,0.0,116.0,0.0,0.0,1.0,0.0,0.16,0.0,True,www.nutrisurvey.de
ZIN0885,koya,koya,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0886,Krawu ubi,Krawu ubi,184.990439664,1.2,0.0,2.6,0.0,40.8,0.0,25.0,0.0,14.0,0.0,0.0,229.0,5.0,0.0,0.0,0.0,0.11,0.0,True,www.nutrisurvey.de
ZIN0887,krecek singkong mentah,krecek singkong mentah,261.950286656,2.2,0.0,0.6,0.0,63.8,0.0,60.0,0.0,30.0,0.0,0.0,486.0,12.0,0.0,0.0,0.0,0.26,0.0,True,www.nutrisurvey.de
ZIN0888,krupuk aladin,krupuk aladin,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0889,krupuk asin,krupuk asin,435.946462464,7.2,0.0,13.7,0.0,70.4,0.0,0.0,0.0,13.0,0.0,0.0,75.0,0.0,0.0,1.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0890,krupuk bala bala,krupuk bala bala,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0891,krupuk bala bala,krupuk bala bala,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0892,keripik krupuk fuji-keripik,keripik krupuk fuji-keripik,820.028680216,8.9,0.0,38.7,0.0,110.7,0.0,8.0,0.0,50.0,0.0,0.0,1039.0,0.0,0.0,5.0,0.0,0.24,0.0,True,www.nutrisurvey.de
ZIN0893,krupuk jantan tapioka udang wijen b,krupuk jantan tapioka udang wijen b,501.9120456,2.2,0.0,25.6,0.0,68.8,0.0,60.0,0.0,30.0,0.0,0.0,486.0,12.0,0.0,2.0,0.0,0.26,0.0,True,www.nutrisurvey.de
ZIN0894,krupuk jazzy rp 100 ubi bawang puti,krupuk jazzy rp 100 ubi bawang puti,507.887189,5.3,0.0,30.3,0.0,57.3,0.0,30.0,0.0,40.0,0.0,0.0,758.0,0.0,0.0,14.0,0.0,0.25,0.0,True,www.nutrisurvey.de
ZIN0895,krupuk makanan ringan sinbad,krupuk makanan ringan sinbad,356.11854664,3.2,0.0,3.4,0.0,80.7,0.0,0.0,0.0,10.0,0.0,0.0,116.0,0.0,0.0,1.0,0.0,0.16,0.0,True,www.nutrisurvey.de
ZIN0896,krupuk mlarat,krupuk mlarat,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0897,krupuk monas,krupuk monas,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0898,krupuk pasir,krupuk pasir,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0899,krupuk raja udang bandeng,krupuk raja udang bandeng,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0900,krupuk rambakl,krupuk rambakl,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0901,krupuk sambal udang,krupuk sambal udang,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0902,krupuk tempe,krupuk tempe,248.087953968,15.2,0.0,16.2,0.0,13.6,0.3,0.0,0.0,42.0,0.0,0.0,294.0,1.0,0.0,1.0,0.0,0.1,0.0,True,www.nutrisurvey.de
ZIN0903,krupuk tempe besar rp 500,krupuk tempe besar rp 500,248.087953968,15.2,0.0,16.2,0.0,13.6,0.3,0.0,0.0,42.0,0.0,0.0,294.0,1.0,0.0,1.0,0.0,0.1,0.0,True,www.nutrisurvey.de
ZIN0904,krupuk udang,krupuk udang,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0905,krupuk yeye,krupuk yeye,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0906,kue bangke menga,kue bangke menga,467.973231088,1.8,0.0,32.9,0.0,44.3,0.1,1.0,0.0,11.0,0.0,0.0,138.0,8.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0907,kue bapuk bakpau,kue bapuk bakpau,174.952198752,5.1,0.0,0.5,0.0,37.2,0.0,0.0,0.0,44.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0908,kue baruasa,kue baruasa,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0909,kue bipan,kue bipan,202.915869864,2.5,0.0,4.2,0.0,39.0,0.0,0.0,0.0,5.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0910,kue bolu,kue bolu,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0911,kue bolu coklat bulat,kue bolu coklat bulat,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0912,kue bolu gulung,kue bolu gulung,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0913,kue bolu kacang,kue bolu kacang,235.898661432,4.1,0.0,3.2,0.0,47.2,0.0,0.0,0.0,12.0,0.0,0.0,69.0,0.0,0.0,1.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0914,kue bolu kenari,kue bolu kenari,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0915,kue bolu kering,kue bolu kering,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0916,kue bolu kukus,kue bolu kukus,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0917,kue bolu rp 100,kue bolu rp 100,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0918,kue cikak,kue cikak,173.996175808,3.8,0.0,0.3,0.0,38.3,0.0,0.0,0.0,39.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0919,kue dadar,kue dadar,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0920,kue dadar gulung,kue dadar gulung,288.957934824,5.7,0.0,8.4,0.0,48.3,0.2,1.0,0.0,17.0,0.0,0.0,124.0,25.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0921,kue donat rp 100,kue donat rp 100,400.095602064,5.2,0.0,21.8,0.0,46.3,0.2,0.0,0.0,11.0,0.0,0.0,71.0,24.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0922,kue endog-endogan onde-onde,kue endog-endogan onde-onde,344.885277048,5.7,0.0,12.9,0.0,52.9,0.0,0.0,0.0,62.0,0.0,0.0,124.0,1.0,0.0,1.0,0.0,0.12,0.0,True,www.nutrisurvey.de
ZIN0923,kue gelangan jalabria,kue gelangan jalabria,401.051625008,1.8,0.0,26.1,0.0,40.9,0.0,0.0,0.0,3.0,0.0,0.0,103.0,0.0,0.0,2.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0924,kue gonjing kue pancong,kue gonjing kue pancong,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0925,kue jalankote,kue jalankote,249.999999856,2.2,0.0,7.8,0.0,43.9,0.0,1.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0926,kue jalankote isinya saja,kue jalankote isinya saja,370.936902272,1.7,0.0,16.8,0.0,57.6,0.0,2.0,0.0,13.0,0.0,0.0,179.0,0.0,0.0,1.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0927,kue janda,kue janda,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0928,kue kambeng-kambeng,kue kambeng-kambeng,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0929,kue kareri sala,kue kareri sala,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0930,kue lapis,kue lapis,402.963670896,5.7,0.0,22.9,0.0,44.3,0.3,0.0,0.0,16.0,0.0,0.0,59.0,48.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0931,kue lapis sah,kue lapis sah,402.963670896,5.7,0.0,22.9,0.0,44.3,0.3,0.0,0.0,16.0,0.0,0.0,59.0,48.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0932,kue lemet,kue lemet,503.10707428,2.2,0.0,25.6,0.0,69.0,0.0,60.0,0.0,30.0,0.0,0.0,486.0,12.0,0.0,2.0,0.0,0.26,0.0,True,www.nutrisurvey.de
ZIN0933,kue mangkok cimplo apem,kue mangkok cimplo apem,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0934,kue nagasari,kue nagasari,184.990439664,2.1,0.0,2.8,0.0,39.9,0.0,7.0,0.0,18.0,0.0,0.0,355.0,6.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0935,kue pancong,kue pancong,288.957934824,4.0,0.0,13.6,0.0,38.4,0.0,1.0,0.0,13.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0936,kue pati singkong goreng,kue pati singkong goreng,278.919693912,3.5,0.0,12.7,0.0,39.4,0.0,0.0,0.0,57.0,0.0,0.0,102.0,1.0,0.0,1.0,0.0,0.1,0.0,True,www.nutrisurvey.de
ZIN0937,kue pia kac ijo,kue pia kac ijo,227.0554492,4.2,0.0,0.8,0.0,52.2,0.1,0.0,0.0,86.0,0.0,0.0,124.0,10.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0938,kue pisang ijo + kuah,kue pisang ijo + kuah,248.087953968,2.6,0.0,0.3,0.0,58.1,0.0,1.0,0.0,6.0,0.0,0.0,58.0,1.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0939,kue pisang molen rp 100,kue pisang molen rp 100,188.097514232,5.6,0.0,2.2,0.0,37.1,0.2,5.0,0.0,23.0,0.0,0.0,289.0,33.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0940,kue putri salju,kue putri salju,288.957934824,4.0,0.0,13.6,0.0,38.4,0.0,1.0,0.0,13.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0941,kue putu beras,kue putu beras,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0942,kue roko'-roko' sampai rp 50 nagasari,kue roko'-roko' sampai rp 50 nagasari,147.94455058399998,1.7,0.0,2.6,0.0,30.6,0.0,4.0,0.0,10.0,0.0,0.0,197.0,3.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0943,kue sakura,kue sakura,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0944,kue telur gabus kue titit bebek,kue telur gabus kue titit bebek,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
